"Date","Week","Month","Year","Company","Month Bid For","Year Bid For","Near-Month Indicator","Train_Type","Bid","Year-Month Bid For"
"2013 March 28","12","3","2013","UP","9","2013","false","Shuttle","-125","2013-09"
"2013 April 04","13","4","2013","BNSF","4","2013","true","Non_Shuttle","-6","2013-04"
"2013 April 04","13","4","2013","BNSF","4","2013","true","Shuttle","-197","2013-04"
"2013 April 04","13","4","2013","BNSF","5","2013","false","Non_Shuttle","0","2013-05"
"2013 April 04","13","4","2013","BNSF","6","2013","false","Shuttle","-213","2013-06"
"2013 April 04","13","4","2013","UP","4","2013","true","Non_Shuttle","0","2013-04"
"2013 April 04","13","4","2013","UP","4","2013","true","Shuttle","-225","2013-04"
"2013 April 04","13","4","2013","UP","5","2013","false","Shuttle","-217","2013-05"
"2013 April 04","13","4","2013","UP","8","2013","false","Shuttle","-150","2013-08"
"2013 April 04","13","4","2013","UP","9","2013","false","Shuttle","-150","2013-09"
"2013 April 11","14","4","2013","BNSF","4","2013","true","Non_Shuttle","-6","2013-04"
"2013 April 11","14","4","2013","BNSF","4","2013","true","Shuttle","-216","2013-04"
"2013 April 11","14","4","2013","BNSF","5","2013","false","Non_Shuttle","0","2013-05"
"2013 April 11","14","4","2013","BNSF","6","2013","false","Shuttle","-213","2013-06"
"2013 April 11","14","4","2013","UP","4","2013","true","Non_Shuttle","0","2013-04"
"2013 April 11","14","4","2013","UP","4","2013","true","Shuttle","-225","2013-04"
"2013 April 11","14","4","2013","UP","5","2013","false","Shuttle","-217","2013-05"
"2013 April 11","14","4","2013","UP","8","2013","false","Shuttle","-150","2013-08"
"2013 April 11","14","4","2013","UP","9","2013","false","Shuttle","-150","2013-09"
"2013 April 18","15","4","2013","BNSF","5","2013","true","Non_Shuttle","0","2013-05"
"2013 April 18","15","4","2013","BNSF","5","2013","true","Shuttle","-225","2013-05"
"2013 April 18","15","4","2013","BNSF","6","2013","false","Shuttle","-225","2013-06"
"2013 April 18","15","4","2013","UP","5","2013","true","Non_Shuttle","0","2013-05"
"2013 April 18","15","4","2013","UP","5","2013","true","Shuttle","-200","2013-05"
"2013 April 18","15","4","2013","UP","6","2013","false","Shuttle","-150","2013-06"
"2013 April 18","15","4","2013","UP","7","2013","false","Shuttle","-150","2013-07"
"2013 April 18","15","4","2013","UP","8","2013","false","Shuttle","-150","2013-08"
"2013 April 18","15","4","2013","UP","9","2013","false","Shuttle","-150","2013-09"
"2013 April 25","16","4","2013","BNSF","5","2013","true","Non_Shuttle","0","2013-05"
"2013 April 25","16","4","2013","BNSF","5","2013","true","Shuttle","-67","2013-05"
"2013 April 25","16","4","2013","BNSF","6","2013","false","Shuttle","-225","2013-06"
"2013 April 25","16","4","2013","BNSF","7","2013","false","Shuttle","-250","2013-07"
"2013 April 25","16","4","2013","UP","5","2013","true","Non_Shuttle","0","2013-05"
"2013 April 25","16","4","2013","UP","5","2013","true","Shuttle","-142","2013-05"
"2013 April 25","16","4","2013","UP","6","2013","false","Shuttle","-175","2013-06"
"2013 April 25","16","4","2013","UP","7","2013","false","Shuttle","-175","2013-07"
"2013 April 25","16","4","2013","UP","8","2013","false","Shuttle","-175","2013-08"
"2013 April 25","16","4","2013","UP","9","2013","false","Shuttle","150","2013-09"
"2013 May 02","17","5","2013","BNSF","5","2013","true","Non_Shuttle","0","2013-05"
"2013 May 02","17","5","2013","BNSF","5","2013","true","Shuttle","-156","2013-05"
"2013 May 02","17","5","2013","BNSF","6","2013","false","Non_Shuttle","25","2013-06"
"2013 May 02","17","5","2013","UP","5","2013","true","Non_Shuttle","0","2013-05"
"2013 May 02","17","5","2013","UP","5","2013","true","Shuttle","-79","2013-05"
"2013 May 02","17","5","2013","UP","6","2013","false","Shuttle","-150","2013-06"
"2013 May 02","17","5","2013","UP","7","2013","false","Shuttle","-213","2013-07"
"2013 May 02","17","5","2013","UP","8","2013","false","Shuttle","-213","2013-08"
"2013 May 02","17","5","2013","UP","9","2013","false","Shuttle","-63","2013-09"
"2013 May 09","18","5","2013","BNSF","5","2013","true","Non_Shuttle","0","2013-05"
"2013 May 09","18","5","2013","BNSF","5","2013","true","Shuttle","-106","2013-05"
"2013 May 09","18","5","2013","BNSF","6","2013","false","Non_Shuttle","25","2013-06"
"2013 May 09","18","5","2013","UP","5","2013","true","Non_Shuttle","0","2013-05"
"2013 May 09","18","5","2013","UP","5","2013","true","Shuttle","-75","2013-05"
"2013 May 09","18","5","2013","UP","6","2013","false","Shuttle","-150","2013-06"
"2013 May 09","18","5","2013","UP","7","2013","false","Shuttle","-100","2013-07"
"2013 May 09","18","5","2013","UP","8","2013","false","Shuttle","-200","2013-08"
"2013 May 09","18","5","2013","UP","9","2013","false","Shuttle","-200","2013-09"
"2013 May 16","19","5","2013","BNSF","6","2013","true","Non_Shuttle","17","2013-06"
"2013 May 16","19","5","2013","BNSF","6","2013","true","Shuttle","-67","2013-06"
"2013 May 16","19","5","2013","BNSF","7","2013","false","Non_Shuttle","25","2013-07"
"2013 May 16","19","5","2013","UP","6","2013","true","Non_Shuttle","0","2013-06"
"2013 May 16","19","5","2013","UP","6","2013","true","Shuttle","-113","2013-06"
"2013 May 16","19","5","2013","UP","7","2013","false","Shuttle","-125","2013-07"
"2013 May 16","19","5","2013","UP","8","2013","false","Shuttle","-150","2013-08"
"2013 May 16","19","5","2013","UP","9","2013","false","Shuttle","-125","2013-09"
"2013 May 23","20","5","2013","BNSF","6","2013","true","Non_Shuttle","17","2013-06"
"2013 May 23","20","5","2013","BNSF","6","2013","true","Shuttle","-58","2013-06"
"2013 May 23","20","5","2013","BNSF","7","2013","false","Non_Shuttle","25","2013-07"
"2013 May 23","20","5","2013","UP","6","2013","true","Non_Shuttle","0","2013-06"
"2013 May 23","20","5","2013","UP","6","2013","true","Shuttle","-92","2013-06"
"2013 May 23","20","5","2013","UP","7","2013","false","Shuttle","-125","2013-07"
"2013 May 23","20","5","2013","UP","8","2013","false","Shuttle","-125","2013-08"
"2013 May 23","20","5","2013","UP","9","2013","false","Shuttle","-125","2013-09"
"2013 May 30","21","5","2013","BNSF","6","2013","true","Non_Shuttle","13","2013-06"
"2013 May 30","21","5","2013","BNSF","6","2013","true","Shuttle","50","2013-06"
"2013 May 30","21","5","2013","BNSF","7","2013","false","Non_Shuttle","25","2013-07"
"2013 May 30","21","5","2013","BNSF","7","2013","false","Shuttle","-150","2013-07"
"2013 May 30","21","5","2013","UP","6","2013","true","Non_Shuttle","0","2013-06"
"2013 May 30","21","5","2013","UP","6","2013","true","Shuttle","-100","2013-06"
"2013 May 30","21","5","2013","UP","7","2013","false","Non_Shuttle","0","2013-07"
"2013 May 30","21","5","2013","UP","7","2013","false","Shuttle","-125","2013-07"
"2013 May 30","21","5","2013","UP","8","2013","false","Non_Shuttle","25","2013-08"
"2013 May 30","21","5","2013","UP","8","2013","false","Shuttle","-125","2013-08"
"2013 May 30","21","5","2013","UP","9","2013","false","Shuttle","-125","2013-09"
"2013 June 06","22","6","2013","BNSF","6","2013","true","Non_Shuttle","0","2013-06"
"2013 June 06","22","6","2013","BNSF","6","2013","true","Shuttle","75","2013-06"
"2013 June 06","22","6","2013","BNSF","7","2013","false","Non_Shuttle","25","2013-07"
"2013 June 06","22","6","2013","UP","6","2013","true","Non_Shuttle","0","2013-06"
"2013 June 06","22","6","2013","UP","6","2013","true","Shuttle","-150","2013-06"
"2013 June 06","22","6","2013","UP","7","2013","false","Non_Shuttle","0","2013-07"
"2013 June 06","22","6","2013","UP","7","2013","false","Shuttle","-100","2013-07"
"2013 June 06","22","6","2013","UP","8","2013","false","Non_Shuttle","25","2013-08"
"2013 June 06","22","6","2013","UP","8","2013","false","Shuttle","-125","2013-08"
"2013 June 06","22","6","2013","UP","9","2013","false","Shuttle","-125","2013-09"
"2013 June 13","23","6","2013","BNSF","6","2013","true","Non_Shuttle","0","2013-06"
"2013 June 13","23","6","2013","BNSF","6","2013","true","Shuttle","100","2013-06"
"2013 June 13","23","6","2013","BNSF","7","2013","false","Non_Shuttle","-13","2013-07"
"2013 June 13","23","6","2013","BNSF","7","2013","false","Shuttle","42","2013-07"
"2013 June 13","23","6","2013","BNSF","8","2013","false","Non_Shuttle","-200","2013-08"
"2013 June 13","23","6","2013","BNSF","8","2013","false","Shuttle","-200","2013-08"
"2013 June 13","23","6","2013","UP","6","2013","true","Non_Shuttle","0","2013-06"
"2013 June 13","23","6","2013","UP","7","2013","false","Non_Shuttle","0","2013-07"
"2013 June 13","23","6","2013","UP","8","2013","false","Non_Shuttle","25","2013-08"
"2013 June 20","24","6","2013","BNSF","7","2013","true","Non_Shuttle","8","2013-07"
"2013 June 20","24","6","2013","BNSF","7","2013","true","Shuttle","-38","2013-07"
"2013 June 20","24","6","2013","BNSF","8","2013","false","Shuttle","-150","2013-08"
"2013 June 20","24","6","2013","BNSF","9","2013","false","Shuttle","150","2013-09"
"2013 June 20","24","6","2013","UP","7","2013","true","Non_Shuttle","0","2013-07"
"2013 June 20","24","6","2013","UP","7","2013","true","Shuttle","-100","2013-07"
"2013 June 20","24","6","2013","UP","8","2013","false","Non_Shuttle","25","2013-08"
"2013 June 20","24","6","2013","UP","8","2013","false","Shuttle","-125","2013-08"
"2013 June 20","24","6","2013","UP","9","2013","false","Shuttle","-125","2013-09"
"2013 June 27","25","6","2013","BNSF","7","2013","true","Non_Shuttle","8","2013-07"
"2013 June 27","25","6","2013","BNSF","7","2013","true","Shuttle","-100","2013-07"
"2013 June 27","25","6","2013","BNSF","9","2013","false","Shuttle","175","2013-09"
"2013 June 27","25","6","2013","UP","7","2013","true","Non_Shuttle","0","2013-07"
"2013 June 27","25","6","2013","UP","7","2013","true","Shuttle","-50","2013-07"
"2013 June 27","25","6","2013","UP","8","2013","false","Non_Shuttle","25","2013-08"
"2013 June 27","25","6","2013","UP","8","2013","false","Shuttle","-100","2013-08"
"2013 June 27","25","6","2013","UP","9","2013","false","Shuttle","-100","2013-09"
"2013 June 27","25","6","2013","UP","10","2013","false","Shuttle","600","2013-10"
"2013 July 04","26","7","2013","BNSF","7","2013","true","Non_Shuttle","1","2013-07"
"2013 July 04","26","7","2013","BNSF","7","2013","true","Shuttle","-152","2013-07"
"2013 July 04","26","7","2013","BNSF","8","2013","false","Shuttle","-200","2013-08"
"2013 July 04","26","7","2013","UP","7","2013","true","Non_Shuttle","0","2013-07"
"2013 July 04","26","7","2013","UP","7","2013","true","Shuttle","-150","2013-07"
"2013 July 04","26","7","2013","UP","8","2013","false","Non_Shuttle","25","2013-08"
"2013 July 04","26","7","2013","UP","8","2013","false","Shuttle","-100","2013-08"
"2013 July 04","26","7","2013","UP","9","2013","false","Shuttle","-100","2013-09"
"2013 July 04","26","7","2013","UP","10","2013","false","Shuttle","400","2013-10"
"2013 July 11","27","7","2013","BNSF","7","2013","true","Non_Shuttle","1","2013-07"
"2013 July 11","27","7","2013","BNSF","7","2013","true","Shuttle","-100","2013-07"
"2013 July 11","27","7","2013","BNSF","8","2013","false","Shuttle","-125","2013-08"
"2013 July 11","27","7","2013","BNSF","10","2013","false","Shuttle","300","2013-10"
"2013 July 11","27","7","2013","BNSF","11","2013","false","Shuttle","250","2013-11"
"2013 July 11","27","7","2013","BNSF","12","2013","false","Shuttle","-200","2013-12"
"2013 July 11","27","7","2013","UP","7","2013","true","Non_Shuttle","0","2013-07"
"2013 July 11","27","7","2013","UP","7","2013","true","Shuttle","-100","2013-07"
"2013 July 11","27","7","2013","UP","8","2013","false","Non_Shuttle","25","2013-08"
"2013 July 11","27","7","2013","UP","8","2013","false","Shuttle","-100","2013-08"
"2013 July 11","27","7","2013","UP","9","2013","false","Shuttle","-125","2013-09"
"2013 July 11","27","7","2013","UP","10","2013","false","Shuttle","450","2013-10"
"2013 July 18","28","7","2013","BNSF","8","2013","true","Shuttle","-92","2013-08"
"2013 July 18","28","7","2013","BNSF","9","2013","false","Shuttle","-200","2013-09"
"2013 July 18","28","7","2013","BNSF","10","2013","false","Shuttle","575","2013-10"
"2013 July 18","28","7","2013","UP","8","2013","true","Non_Shuttle","0","2013-08"
"2013 July 18","28","7","2013","UP","8","2013","true","Shuttle","-200","2013-08"
"2013 July 18","28","7","2013","UP","9","2013","false","Shuttle","-200","2013-09"
"2013 July 18","28","7","2013","UP","10","2013","false","Shuttle","400","2013-10"
"2013 July 25","29","7","2013","BNSF","8","2013","true","Non_Shuttle","8","2013-08"
"2013 July 25","29","7","2013","BNSF","8","2013","true","Shuttle","-63","2013-08"
"2013 July 25","29","7","2013","UP","8","2013","true","Non_Shuttle","0","2013-08"
"2013 July 25","29","7","2013","UP","8","2013","true","Shuttle","-213","2013-08"
"2013 July 25","29","7","2013","UP","9","2013","false","Shuttle","-225","2013-09"
"2013 July 25","29","7","2013","UP","10","2013","false","Shuttle","525","2013-10"
"2013 August 01","30","8","2013","BNSF","8","2013","true","Non_Shuttle","0","2013-08"
"2013 August 01","30","8","2013","BNSF","8","2013","true","Shuttle","-49","2013-08"
"2013 August 01","30","8","2013","BNSF","9","2013","false","Non_Shuttle","-10","2013-09"
"2013 August 01","30","8","2013","BNSF","9","2013","false","Shuttle","38","2013-09"
"2013 August 01","30","8","2013","BNSF","10","2013","false","Non_Shuttle","-50","2013-10"
"2013 August 01","30","8","2013","UP","8","2013","true","Non_Shuttle","0","2013-08"
"2013 August 01","30","8","2013","UP","8","2013","true","Shuttle","-75","2013-08"
"2013 August 01","30","8","2013","UP","9","2013","false","Shuttle","-106","2013-09"
"2013 August 01","30","8","2013","UP","10","2013","false","Shuttle","250","2013-10"
"2013 August 08","31","8","2013","BNSF","8","2013","true","Shuttle","-121","2013-08"
"2013 August 08","31","8","2013","BNSF","9","2013","false","Non_Shuttle","-10","2013-09"
"2013 August 08","31","8","2013","BNSF","9","2013","false","Shuttle","-88","2013-09"
"2013 August 08","31","8","2013","BNSF","10","2013","false","Non_Shuttle","-50","2013-10"
"2013 August 08","31","8","2013","UP","8","2013","true","Non_Shuttle","0","2013-08"
"2013 August 08","31","8","2013","UP","8","2013","true","Shuttle","0","2013-08"
"2013 August 08","31","8","2013","UP","9","2013","false","Shuttle","-175","2013-09"
"2013 August 08","31","8","2013","UP","10","2013","false","Shuttle","250","2013-10"
"2013 August 15","32","8","2013","BNSF","9","2013","true","Non_Shuttle","0","2013-09"
"2013 August 15","32","8","2013","BNSF","9","2013","true","Shuttle","-27","2013-09"
"2013 August 15","32","8","2013","BNSF","10","2013","false","Non_Shuttle","-50","2013-10"
"2013 August 15","32","8","2013","BNSF","10","2013","false","Shuttle","750","2013-10"
"2013 August 15","32","8","2013","BNSF","11","2013","false","Shuttle","350","2013-11"
"2013 August 15","32","8","2013","UP","9","2013","true","Shuttle","-75","2013-09"
"2013 August 15","32","8","2013","UP","10","2013","false","Shuttle","250","2013-10"
"2013 August 22","33","8","2013","BNSF","9","2013","true","Non_Shuttle","87","2013-09"
"2013 August 22","33","8","2013","BNSF","9","2013","true","Shuttle","88","2013-09"
"2013 August 22","33","8","2013","BNSF","10","2013","false","Non_Shuttle","25","2013-10"
"2013 August 22","33","8","2013","UP","9","2013","true","Non_Shuttle","25","2013-09"
"2013 August 22","33","8","2013","UP","9","2013","true","Shuttle","0","2013-09"
"2013 August 22","33","8","2013","UP","10","2013","false","Shuttle","250","2013-10"
"2013 August 29","34","8","2013","BNSF","9","2013","true","Non_Shuttle","267","2013-09"
"2013 August 29","34","8","2013","BNSF","9","2013","true","Shuttle","283","2013-09"
"2013 August 29","34","8","2013","BNSF","10","2013","false","Non_Shuttle","300","2013-10"
"2013 August 29","34","8","2013","BNSF","10","2013","false","Shuttle","600","2013-10"
"2013 August 29","34","8","2013","BNSF","11","2013","false","Shuttle","500","2013-11"
"2013 August 29","34","8","2013","UP","9","2013","true","Non_Shuttle","75","2013-09"
"2013 August 29","34","8","2013","UP","9","2013","true","Shuttle","100","2013-09"
"2013 August 29","34","8","2013","UP","10","2013","false","Shuttle","800","2013-10"
"2013 September 05","35","9","2013","BNSF","9","2013","true","Shuttle","433","2013-09"
"2013 September 05","35","9","2013","BNSF","10","2013","false","Non_Shuttle","300","2013-10"
"2013 September 05","35","9","2013","BNSF","10","2013","false","Shuttle","650","2013-10"
